Timestamp,hash-rate
2021-08-23 00:00:00,152339629.77888831
2021-08-24 00:00:00,119087832.41598378
2021-08-25 00:00:00,130687447.2547367
2021-08-26 00:00:00,127844614.11993943
2021-08-27 00:00:00,127844614.11993943
2021-08-28 00:00:00,123466373.91035247
2021-08-29 00:00:00,136601094.53911337
2021-08-30 00:00:00,118212485.65884812
2021-08-31 00:00:00,126093318.03610466
2021-09-01 00:00:00,119963781.7426829
2021-09-02 00:00:00,130471558.24569161
2021-09-03 00:00:00,129595910.20377423
2021-09-04 00:00:00,135725446.49719596
2021-09-05 00:00:00,143606278.8744525
2021-09-06 00:00:00,150611463.20979166
2021-09-07 00:00:00,133974150.41336119
2021-09-08 00:00:00,129910433.67934506
2021-09-09 00:00:00,125412870.36132078
2021-09-10 00:00:00,124497447.94992428
2021-09-11 00:00:00,135482516.8866823
2021-09-12 00:00:00,134567094.4752858
2021-09-13 00:00:00,145552163.4120438
2021-09-14 00:00:00,153790965.11461234
2021-09-15 00:00:00,129989982.41830327
2021-09-16 00:00:00,124497447.94992428
2021-09-17 00:00:00,134567094.4752858
2021-09-18 00:00:00,141890473.7664578
2021-09-19 00:00:00,146467585.8234403
2021-09-20 00:00:00,150129275.4690263
2021-09-21 00:00:00,113928907.44351819
2021-09-22 00:00:00,126546633.84005067
2021-09-23 00:00:00,155822347.6388684
2021-09-24 00:00:00,139767923.94274256
2021-09-25 00:00:00,135990412.4848306
2021-09-26 00:00:00,131268523.16244063
2021-09-27 00:00:00,146378568.99408844
2021-09-28 00:00:00,143545435.4006545
2021-09-29 00:00:00,122769122.38213871
2021-09-30 00:00:00,161488614.82573634
2021-10-01 00:00:00,132212901.02691859
2021-10-02 00:00:00,177543038.52186212
2021-10-03 00:00:00,141656679.6716985
2021-10-04 00:00:00,147411968.39584854
2021-10-05 00:00:00,162177735.83152118
2021-10-06 00:00:00,129544410.9385932
2021-10-07 00:00:00,139433297.2697835
2021-10-08 00:00:00,118666635.97428384
2021-10-09 00:00:00,148333294.9678548
2021-10-10 00:00:00,157233292.66592607
2021-10-11 00:00:00,144377740.43537864
2021-10-12 00:00:00,132511076.83795026
2021-10-13 00:00:00,167122178.99711636
2021-10-14 00:00:00,135477742.7373074
2021-10-15 00:00:00,139433297.2697835
2021-10-16 00:00:00,131522188.20483124
2021-10-17 00:00:00,158222181.29904512
2021-10-18 00:00:00,146534419.32302314
2021-10-19 00:00:00,154737198.72913387
2021-10-20 00:00:00,148747371.68155453
2021-10-21 00:00:00,147749067.17362463
2021-10-22 00:00:00,157732112.25292358
2021-10-23 00:00:00,144754153.64983496
2021-10-24 00:00:00,152740589.71327412
2021-10-25 00:00:00,181691420.4432411
2021-10-26 00:00:00,149745676.18948442
2021-10-27 00:00:00,156733807.7449937
2021-10-28 00:00:00,152740589.71327412
2021-10-29 00:00:00,170710070.85601225
2021-10-30 00:00:00,154737198.72913387
2021-10-31 00:00:00,140175299.14944655
2021-11-01 00:00:00,159350397.00608382
2021-11-02 00:00:00,170117315.72271112
2021-11-03 00:00:00,173347391.33769932
2021-11-04 00:00:00,153966937.6477702
2021-11-05 00:00:00,166887240.1077229
2021-11-06 00:00:00,165810548.2360602
2021-11-07 00:00:00,164733856.36439747
2021-11-08 00:00:00,145353402.67446837
2021-11-09 00:00:00,163657164.49273473
2021-11-10 00:00:00,160427088.87774655
2021-11-11 00:00:00,170117315.72271112
2021-11-12 00:00:00,152890245.77610743
2021-11-13 00:00:00,164733856.36439747
2021-11-14 00:00:00,175094161.92837763
2021-11-15 00:00:00,170197841.36837798
2021-11-16 00:00:00,169070703.34607086
2021-11-17 00:00:00,167943565.3237637
2021-11-18 00:00:00,162307875.21222803
2021-11-19 00:00:00,154417909.05607805
2021-11-20 00:00:00,163435013.23453516
2021-11-21 00:00:00,148782218.94454235
2021-11-22 00:00:00,158926461.1453066
2021-11-23 00:00:00,148782218.94454235
2021-11-24 00:00:00,176960669.50222084
2021-11-25 00:00:00,146527942.89992806
2021-11-26 00:00:00,148782218.94454235
2021-11-27 00:00:00,161180737.1899209
2021-11-28 00:00:00,155225116.619112
2021-11-29 00:00:00,158774565.17985132
2021-11-30 00:00:00,148781760.37832215
2021-12-01 00:00:00,152112695.31216523
2021-12-02 00:00:00,172098304.91522342
2021-12-03 00:00:00,186532356.29520994
2021-12-04 00:00:00,172098304.91522342
2021-12-05 00:00:00,184311733.00598127
2021-12-06 00:00:00,190973602.87366727
2021-12-07 00:00:00,170987993.2706091
2021-12-08 00:00:00,186532356.29520994
2021-12-09 00:00:00,180980798.07213816
2021-12-10 00:00:00,173208616.55983782
2021-12-11 00:00:00,176161777.07292455
2021-12-12 00:00:00,168385593.54016247
2021-12-13 00:00:00,169588347.7797351
2021-12-14 00:00:00,178007627.4567432
2021-12-15 00:00:00,169588347.7797351
2021-12-16 00:00:00,138316737.55084777
2021-12-17 00:00:00,179210381.69631582
2021-12-18 00:00:00,153952542.66529143
2021-12-19 00:00:00,179210381.69631582
2021-12-20 00:00:00,173196610.49845287
2021-12-21 00:00:00,193643432.5711869
2021-12-22 00:00:00,178007627.4567432
2021-12-23 00:00:00,182818644.41503358
2021-12-24 00:00:00,181615890.175461
2021-12-25 00:00:00,177149566.7855162
2021-12-26 00:00:00,161682278.52670813
2021-12-27 00:00:00,178574456.88024485
2021-12-28 00:00:00,161682278.52670813
2021-12-29 00:00:00,174954704.37591556
2021-12-30 00:00:00,143583516.00506175
2021-12-31 00:00:00,179781041.0483546
2022-01-01 00:00:00,207532476.9148791
2022-01-02 00:00:00,190640298.56134245
2022-01-03 00:00:00,168921783.5353667
2022-01-04 00:00:00,177367872.71213505
2022-01-05 00:00:00,180987625.21646434
2022-01-06 00:00:00,176161288.5440253
2022-01-07 00:00:00,168921783.5353667
2022-01-08 00:00:00,174242949.24269608
2022-01-09 00:00:00,170826076.6426718
2022-01-10 00:00:00,172037609.10113046
2022-01-11 00:00:00,191422128.4364691
2022-01-12 00:00:00,168403011.72575447
2022-01-13 00:00:00,216864310.0641011
2022-01-14 00:00:00,192633660.89492777
2022-01-15 00:00:00,201114388.10413846
2022-01-16 00:00:00,212018180.23026645
2022-01-17 00:00:00,195056725.81184512
2022-01-18 00:00:00,164768414.35037845
2022-01-19 00:00:00,209595115.3133491
2022-01-20 00:00:00,204748985.47951442
2022-01-21 00:00:00,175442615.30802113
2022-01-22 00:00:00,177474949.66786668
2022-01-23 00:00:00,186746029.1281284
2022-01-24 00:00:00,198665988.43417916
2022-01-25 00:00:00,201314868.2799682
2022-01-26 00:00:00,172177189.9762886
2022-01-27 00:00:00,173501629.89918315
2022-01-28 00:00:00,203963748.12575728
2022-01-29 00:00:00,197341548.51128462
2022-01-30 00:00:00,193368228.74260104
2022-01-31 00:00:00,189394908.97391748
2022-02-01 00:00:00,203963748.12575728
2022-02-02 00:00:00,202639308.20286274
2022-02-03 00:00:00,194692668.66549554
2022-02-04 00:00:00,172445464.54596007
2022-02-05 00:00:00,157888391.82261464
2022-02-06 00:00:00,206979740.54057044
2022-02-07 00:00:00,180443876.3687024
2022-02-08 00:00:00,204326154.12338364
2022-02-09 00:00:00,185751049.20307598
2022-02-10 00:00:00,195038601.66322982
2022-02-11 00:00:00,188404635.6202628
2022-02-12 00:00:00,248110330.00696588
2022-02-13 00:00:00,209633326.9577572
2022-02-14 00:00:00,202999360.9147902
2022-02-15 00:00:00,232188811.50384504
2022-02-16 00:00:00,206979740.54057044
2022-02-17 00:00:00,213256529.5453799
